nombre,tipos,generacion,categoria,habilidades,peso,altura,ps,ataque,defensa,ataque_s,defensa_s,velocidad,foto
Tentacruel,"Tipo agua,Tipo veneno",Primera generación,Medusa,"Cuerpo puro,Viscosecreción","55,0 kg","1,6 m",80,70,65,80,120,100,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/78/latest/20230617053655/Tentacruel.png/200px-Tentacruel.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/78/latest/20230617053655/Tentacruel.png/200px-Tentacruel.png"
Geodude,"Tipo roca,Tipo tierra",Primera generación,Roca,"Cabeza roca,Robustez","20,0 kg","0,4 m",40,80,100,30,30,20,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/12/latest/20230620061559/Geodude.png/200px-Geodude.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/12/latest/20230620061559/Geodude.png/200px-Geodude.png"
Graveler,"Tipo roca,Tipo tierra",Primera generación,Roca,"Cabeza roca,Robustez","105,0 kg","1,0 m",55,95,115,45,45,35,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b6/latest/20230620061639/Graveler.png/200px-Graveler.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b6/latest/20230620061639/Graveler.png/200px-Graveler.png"
Golem,"Tipo roca,Tipo tierra",Primera generación,Megatón,"Cabeza roca,Robustez","300,0 kg","1,4 m",80,110,130,55,65,45,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/ce/latest/20230620061645/Golem.png/200px-Golem.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/ce/latest/20230620061645/Golem.png/200px-Golem.png"
Ponyta,Tipo fuego,Primera generación,Caballo Fuego,"Fuga,Absorbe fuego","30,0 kg","1,0 m",50,85,55,65,65,90,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5f/latest/20230628041337/Ponyta.png/200px-Ponyta.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5f/latest/20230628041337/Ponyta.png/200px-Ponyta.png"
Rapidash,Tipo fuego,Primera generación,Caballo Fuego,"Fuga,Absorbe fuego","95,0 kg","1,7 m",65,100,70,80,80,105,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/01/latest/20201112163200/Rapidash.png/200px-Rapidash.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/01/latest/20201112163200/Rapidash.png/200px-Rapidash.png"
Slowpoke,"Tipo agua,Tipo psíquico",Primera generación,Atontado,"Despiste,Ritmo propio","36,0 kg","1,2 m",90,65,65,40,40,15,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9b/latest/20220613212638/Slowpoke.png/200px-Slowpoke.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9b/latest/20220613212638/Slowpoke.png/200px-Slowpoke.png"
Slowbro,"Tipo agua,Tipo psíquico",Primera generación,Ermitaño,"Despiste,Ritmo propio","78,5 kg","1,6 m",95,75,110,100,80,30,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e1/latest/20200604015259/Slowbro.png/200px-Slowbro.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e1/latest/20200604015259/Slowbro.png/200px-Slowbro.png"
Magnemite,"Tipo eléctrico,Tipo acero",Primera generación,Imán,"Imán (habilidad),Robustez","6,0 kg","0,3 m",25,35,70,95,55,45,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/80/latest/20220228205623/Magnemite.png/200px-Magnemite.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/80/latest/20220228205623/Magnemite.png/200px-Magnemite.png"
Magneton,"Tipo eléctrico,Tipo acero",Primera generación,Imán,"Imán (habilidad),Robustez","60,0 kg","1,0 m",50,60,95,120,70,70,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d1/latest/20230627210752/Magneton.png/200px-Magneton.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d1/latest/20230627210752/Magneton.png/200px-Magneton.png"
Farfetch'd,"Tipo normal,Tipo volador",Primera generación,Pato Salvaje,"Vista lince,Fuerza mental","15,0 kg","0,8 m",52,90,55,58,62,60,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b5/latest/20230716211950/Farfetch%27d.png/200px-Farfetch%27d.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b5/latest/20230716211950/Farfetch%27d.png/200px-Farfetch%27d.png"
Doduo,"Tipo normal,Tipo volador",Primera generación,Ave gemela,"Fuga,Madrugar","39,2 kg","1,4 m",35,85,45,35,35,75,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9c/latest/20160625153314/Doduo.png/200px-Doduo.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/9c/latest/20160625153314/Doduo.png/200px-Doduo.png"
Dodrio,"Tipo normal,Tipo volador",Primera generación,Ave triple,"Fuga,Madrugar","85,2 kg","1,8 m",60,110,70,60,60,100,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1a/latest/20200307023207/Dodrio.png/200px-Dodrio.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1a/latest/20200307023207/Dodrio.png/200px-Dodrio.png"
Seel,Tipo agua,Primera generación,León Marino,"Sebo,Hidratación","90,0 kg","1,1 m",65,45,55,45,70,45,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f1/latest/20230627050530/Seel.png/200px-Seel.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f1/latest/20230627050530/Seel.png/200px-Seel.png"
Dewgong,"Tipo agua,Tipo hielo",Primera generación,León Marino,"Sebo,Hidratación","120,0 kg","1,7 m",90,70,80,70,95,70,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1d/latest/20200720121742/Dewgong.png/200px-Dewgong.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/1/1d/latest/20200720121742/Dewgong.png/200px-Dewgong.png"
Grimer,Tipo veneno,Primera generación,Lodo,"Hedor,Viscosidad","30,0 kg","0,9 m",80,80,50,40,50,25,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d7/latest/20230627050732/Grimer.png/200px-Grimer.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d7/latest/20230627050732/Grimer.png/200px-Grimer.png"
Muk,Tipo veneno,Primera generación,Lodo,"Hedor,Viscosidad","30,0 kg","1,2 m",105,105,75,65,100,50,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/8e/latest/20161104015531/Muk.png/200px-Muk.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/8e/latest/20161104015531/Muk.png/200px-Muk.png"
Shellder,Tipo agua,Primera generación,Bivalvo,"Caparazón,Encadenado","4,0 kg","0,3 m",30,65,100,45,25,40,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/63/latest/20200720120325/Shellder.png/200px-Shellder.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/63/latest/20200720120325/Shellder.png/200px-Shellder.png"
Cloyster,"Tipo agua,Tipo hielo",Primera generación,Bivalvo,"Caparazón,Encadenado","132,5 kg","1,5 m",50,95,180,85,45,70,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/71/latest/20200720115806/Cloyster.png/200px-Cloyster.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/71/latest/20200720115806/Cloyster.png/200px-Cloyster.png"
Gastly,"Tipo fantasma,Tipo veneno",Primera generación,Gas,Levitación,"0,1 kg","1,3 m",30,35,30,100,35,80,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c1/latest/20230716212132/Gastly.png/200px-Gastly.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c1/latest/20230716212132/Gastly.png/200px-Gastly.png"
Haunter,"Tipo fantasma,Tipo veneno",Primera generación,Gas,Levitación,"0,1 kg","1,6 m",45,50,45,115,55,95,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/41/latest/20230702054555/Haunter.png/200px-Haunter.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/41/latest/20230702054555/Haunter.png/200px-Haunter.png"
Gengar,"Tipo fantasma,Tipo veneno",Primera generación,Sombra,"Levitación,Cuerpo maldito","40,5 kg","1,5 m",60,65,60,130,75,110,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f8/latest/20200428203046/Gengar.png/200px-Gengar.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f8/latest/20200428203046/Gengar.png/200px-Gengar.png"
Onix,"Tipo roca,Tipo tierra",Primera generación,Serpiente Roca,"Cabeza roca,Robustez","210,0 kg","8,8 m",35,45,160,30,45,70,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b2/latest/20141214194849/Onix.png/200px-Onix.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b2/latest/20141214194849/Onix.png/200px-Onix.png"
Drowzee,Tipo psíquico,Primera generación,Hipnosis,"Insomnio,Alerta","32,4 kg","1,0 m",60,48,45,43,90,42,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5d/latest/20230717181043/Drowzee.png/200px-Drowzee.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5d/latest/20230717181043/Drowzee.png/200px-Drowzee.png"
Hypno,Tipo psíquico,Primera generación,Hipnosis,"Insomnio,Alerta","75,6 kg","1,6 m",85,73,70,73,115,67,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/0e/latest/20230702054123/Hypno.png/200px-Hypno.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/0e/latest/20230702054123/Hypno.png/200px-Hypno.png"
Krabby,Tipo agua,Primera generación,Cangrejo,"Corte fuerte,Caparazón","6,5 kg","0,4 m",30,105,90,25,25,50,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/da/latest/20230702051914/Krabby.png/200px-Krabby.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/da/latest/20230702051914/Krabby.png/200px-Krabby.png"
Kingler,Tipo agua,Primera generación,Tenaza,"Corte fuerte,Caparazón","60,0 kg","1,3 m",55,130,115,50,50,75,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a4/latest/20200720120836/Kingler.png/200px-Kingler.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/a4/latest/20200720120836/Kingler.png/200px-Kingler.png"
Voltorb,Tipo eléctrico,Primera generación,Bola,"Insonorizar,Electricidad estática","10,4 kg","0,5 m",40,30,50,55,55,100,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/80/latest/20211210050837/Voltorb.png/200px-Voltorb.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/80/latest/20211210050837/Voltorb.png/200px-Voltorb.png"
Electrode,Tipo eléctrico,Primera generación,Bola,"Insonorizar,Electricidad estática","66,6 kg","1,2 m",60,50,70,80,80,150,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/52/latest/20220216203321/Electrode.png/200px-Electrode.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/52/latest/20220216203321/Electrode.png/200px-Electrode.png"
Exeggcute,"Tipo planta,Tipo psíquico",Primera generación,Huevo,Clorofila,"2,5 kg","0,4 m",60,40,80,60,45,40,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5f/latest/20230716212201/Exeggcute.png/200px-Exeggcute.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5f/latest/20230716212201/Exeggcute.png/200px-Exeggcute.png"
Exeggutor,"Tipo planta,Tipo psíquico",Primera generación,Coco,Clorofila,"120,0 kg","2,0 m",95,95,85,125,75,55,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e0/latest/20211115211740/Exeggutor.png/200px-Exeggutor.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e0/latest/20211115211740/Exeggutor.png/200px-Exeggutor.png"
Cubone,Tipo tierra,Primera generación,Solitario,"Cabeza roca,Pararrayos","6,5 kg","0,4 m",50,50,95,40,50,35,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/65/latest/20230716212229/Cubone.png/200px-Cubone.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/65/latest/20230716212229/Cubone.png/200px-Cubone.png"
Marowak,Tipo tierra,Primera generación,Apilahueso,"Cabeza roca,Pararrayos","45,0 kg","1,0 m",60,80,110,50,80,45,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c4/latest/20161104013901/Marowak.png/200px-Marowak.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c4/latest/20161104013901/Marowak.png/200px-Marowak.png"
Hitmonlee,Tipo lucha,Primera generación,Patada,"Flexibilidad,Audaz","49,8 kg","1,5 m",50,120,53,35,110,87,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/0f/latest/20230620061751/Hitmonlee.png/200px-Hitmonlee.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/0f/latest/20230620061751/Hitmonlee.png/200px-Hitmonlee.png"
Hitmonchan,Tipo lucha,Primera generación,Puñetazo,"Vista lince,Puño férreo","50,2 kg","1,4 m",50,105,79,35,110,76,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/73/latest/20240408105346/Hitmonchan.png/200px-Hitmonchan.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/73/latest/20240408105346/Hitmonchan.png/200px-Hitmonchan.png"
Lickitung,Tipo normal,Primera generación,Lametazo,"Despiste,Ritmo propio","65,5 kg","1,2 m",90,55,75,60,75,30,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/ab/latest/20230627050802/Lickitung.png/200px-Lickitung.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/a/ab/latest/20230627050802/Lickitung.png/200px-Lickitung.png"
Koffing,Tipo veneno,Primera generación,Gas Venenoso,"Levitación,Gas reactivo","1,0 kg","0,6 m",40,65,95,60,45,35,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b2/latest/20230627050743/Koffing.png/200px-Koffing.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b2/latest/20230627050743/Koffing.png/200px-Koffing.png"
Weezing,Tipo veneno,Primera generación,Gas Venenoso,"Levitación,Gas reactivo","9,5 kg","1,2 m",65,90,120,85,70,60,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/88/latest/20230627050756/Weezing.png/200px-Weezing.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/88/latest/20230627050756/Weezing.png/200px-Weezing.png"
Rhyhorn,"Tipo tierra,Tipo roca",Primera generación,Punzante,"Pararrayos,Cabeza roca","115,0 kg","1,0 m",80,85,95,30,30,25,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/36/latest/20230627050814/Rhyhorn.png/200px-Rhyhorn.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/36/latest/20230627050814/Rhyhorn.png/200px-Rhyhorn.png"
Rhydon,"Tipo tierra,Tipo roca",Primera generación,Taladro,"Pararrayos,Cabeza roca","120,0 kg","1,9 m",105,130,120,45,45,40,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/01/latest/20230627050821/Rhydon.png/200px-Rhydon.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/01/latest/20230627050821/Rhydon.png/200px-Rhydon.png"
Chansey,Tipo normal,Primera generación,Huevo,"Cura natural,Dicha","34,6 kg","1,1 m",250,5,5,35,105,50,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2b/latest/20230716212301/Chansey.png/200px-Chansey.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2b/latest/20230716212301/Chansey.png/200px-Chansey.png"
Tangela,Tipo planta,Primera generación,Enredadera,"Clorofila,Defensa hoja","35,0 kg","1,0 m",65,55,115,100,40,60,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/03/latest/20200720115145/Tangela.png/200px-Tangela.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/03/latest/20200720115145/Tangela.png/200px-Tangela.png"
Kangaskhan,Tipo normal,Primera generación,Maternal,"Madrugar,Intrépido","80,0 kg","2,2 m",105,95,80,40,80,90,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/39/latest/20210906101358/Kangaskhan.png/200px-Kangaskhan.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/39/latest/20210906101358/Kangaskhan.png/200px-Kangaskhan.png"
Horsea,Tipo agua,Primera generación,Dragón,"Nado rápido,Francotirador","8,0 kg","0,4 m",30,40,70,70,25,60,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6c/latest/20230617052751/Horsea.png/200px-Horsea.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/6/6c/latest/20230617052751/Horsea.png/200px-Horsea.png"
Seadra,Tipo agua,Primera generación,Dragón,"Punto tóxico,Francotirador","25,0 kg","1,2 m",55,65,95,95,45,85,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2d/latest/20230617052757/Seadra.png/200px-Seadra.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2d/latest/20230617052757/Seadra.png/200px-Seadra.png"
Goldeen,Tipo agua,Primera generación,Pez color,"Nado rápido,Velo agua","15,0 kg","0,6 m",45,67,60,35,50,63,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20230702052345/Goldeen.png/200px-Goldeen.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20230702052345/Goldeen.png/200px-Goldeen.png"
Seaking,Tipo agua,Primera generación,Pez color,"Nado rápido,Velo agua","39,0 kg","1,3 m",80,92,65,65,80,68,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/8b/latest/20230702052356/Seaking.png/200px-Seaking.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/8/8b/latest/20230702052356/Seaking.png/200px-Seaking.png"
Staryu,Tipo agua,Primera generación,Estrella,"Iluminación,Cura natural","34,5 kg","0,8 m",30,45,55,70,55,85,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e8/latest/20230702052352/Staryu.png/200px-Staryu.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e8/latest/20230702052352/Staryu.png/200px-Staryu.png"
Starmie,"Tipo agua,Tipo psíquico",Primera generación,Misterioso,"Iluminación,Cura natural","80,0 kg","1,1 m",60,75,85,100,85,115,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/56/latest/20230702052551/Starmie.png/200px-Starmie.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/56/latest/20230702052551/Starmie.png/200px-Starmie.png"
Mr. Mime,"Tipo psíquico,Tipo hada",Primera generación,Barrera,"Insonorizar,Filtro","54,5 kg","1,3 m",40,45,65,100,120,90,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4f/latest/20240220190439/Mr._Mime.png/200px-Mr._Mime.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4f/latest/20240220190439/Mr._Mime.png/200px-Mr._Mime.png"
Scyther,"Tipo bicho,Tipo volador",Primera generación,Mantis,"Enjambre,Experto","56,0 kg","1,5 m",70,110,80,55,80,105,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c2/latest/20230614202858/Scyther.png/200px-Scyther.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c2/latest/20230614202858/Scyther.png/200px-Scyther.png"
Jynx,"Tipo hielo,Tipo psíquico",Primera generación,Forma Humana,"Despiste,Alerta","40,6 kg","1,4 m",65,50,35,115,95,95,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e2/latest/20230529045936/Jynx.png/200px-Jynx.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/e/e2/latest/20230529045936/Jynx.png/200px-Jynx.png"
Electabuzz,Tipo eléctrico,Primera generación,Eléctrico,Electricidad estática,"30,0 kg","1,1 m",65,83,57,95,85,105,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3a/latest/20230617053124/Electabuzz.png/200px-Electabuzz.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3a/latest/20230617053124/Electabuzz.png/200px-Electabuzz.png"
Magmar,Tipo fuego,Primera generación,Escupefuego,Cuerpo llama,"44,5 kg","1,3 m",65,95,57,100,85,93,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/46/latest/20230629034222/Magmar.png/200px-Magmar.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/46/latest/20230629034222/Magmar.png/200px-Magmar.png"
Pinsir,Tipo bicho,Primera generación,Escarabajo,"Corte fuerte,Rompemoldes","55,0 kg","1,5 m",65,125,100,55,70,85,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b4/latest/20230704000232/Pinsir.png/200px-Pinsir.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/b4/latest/20230704000232/Pinsir.png/200px-Pinsir.png"
Tauros,Tipo normal,Primera generación,Toro Bravo,"Intimidación,Irascible","88,4 kg","1,4 m",75,100,95,40,70,110,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/98/latest/20230627205649/Tauros.png/200px-Tauros.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/98/latest/20230627205649/Tauros.png/200px-Tauros.png"
Magikarp,Tipo agua,Primera generación,Pez,Nado rápido,"10,0 kg","0,9 m",20,10,55,15,20,80,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/01/latest/20230617053302/Magikarp.png/200px-Magikarp.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/01/latest/20230617053302/Magikarp.png/200px-Magikarp.png"
Gyarados,"Tipo agua,Tipo volador",Primera generación,Atrocidad,Intimidación,"235,0 kg","6,5 m",95,125,79,60,100,81,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d7/latest/20150621185114/Gyarados.png/200px-Gyarados.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d7/latest/20150621185114/Gyarados.png/200px-Gyarados.png"
Lapras,"Tipo agua,Tipo hielo",Primera generación,Transporte,"Absorbe agua,Caparazón","220,0 kg","2,5 m",130,85,80,85,95,60,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/30/latest/20230509165728/Lapras.png/200px-Lapras.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/30/latest/20230509165728/Lapras.png/200px-Lapras.png"
Ditto,Tipo normal,Primera generación,Transformación,Flexibilidad,"4,0 kg","0,3 m",48,48,48,48,48,48,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/03/latest/20230717180418/Ditto.png/200px-Ditto.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/0/03/latest/20230717180418/Ditto.png/200px-Ditto.png"
Eevee,Tipo normal,Primera generación,Evolución,"Fuga,Adaptable","6,5 kg","0,3 m",55,55,50,45,65,55,"https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f2/latest/20150621181400/Eevee.png/200px-Eevee.png,https://images.wikidexcdn.net/mwuploads/wikidex/thumb/f/f2/latest/20150621181400/Eevee.png/200px-Eevee.png"
